language	premise	hypothesis	label
oto	mi-ga, nin mibⴘy mbô̮nitho ane guenu, guedi mibⴘy nho ⴘnmⴘy xi di mⴘdi o ñana nen nⴘua manaigui	hin din bi pengui nen nⴘa	contradiction
oto	mi-ga, nin mibⴘy mbô̮nitho ane guenu, guedi mibⴘy nho ⴘnmⴘy xi di mⴘdi o ñana nen nⴘua manaigui	dimi nho mbueracua guê di mⴘdi o ñana nen nⴘua manaigui	entailment
oto	mi-ga, nin mibⴘy mbô̮nitho ane guenu, guedi mibⴘy nho ⴘnmⴘy xi di mⴘdi o ñana nen nⴘua manaigui	dibime nai ndot nahia	neutral
oto	xi bentho guê goguehnⴘmâhâ nā mihma, xi hatobî go, goguehqmâgā nu hô̮nze 922 Ex-O guê dimi anegā hûâhoi on dⴘdô̮ñⴘ AFFC on na Fuerza Aérea	hin guadi guê hin gom nā hô̮nze añô̮-y ane un hûâhoi qhanu mpa	neutral
oto	xi bentho guê goguehnⴘmâhâ nā mihma, xi hatobî go, goguehqmâgā nu hô̮nze 922 Ex-O guê dimi anegā hûâhoi on dⴘdô̮ñⴘ AFFC on na Fuerza Aérea	dimi phoca nā caô̮guiqhⴘ on guê gom nu hô̮nze nen qhanu mô̮pô̮dô̮ anu hûâhoi AFFC Air Force Career	entailment
oto	xi bentho guê goguehnⴘmâhâ nā mihma, xi hatobî go, goguehqmâgā nu hô̮nze 922 Ex-O guê dimi anegā hûâhoi on dⴘdô̮ñⴘ AFFC on na Fuerza Aérea	o ygotitho nume bi unni nu ziguetho mô̮pô̮dô̮ egue-e, xatî tumpheni ya ypegmihi guê nume bi hiut-mⴘy guê nume bi unni, gotitho gom nai pheccua	contradiction
oto	xada xicagā guê, guenu... Guê nā mehgo da ȥonaga nâ nguade qhan nume	hinqhamu xada xicagā hinyⴘ on bâdi o nabo-â	contradiction
oto	xada xicagā guê, guenu... Guê nā mehgo da ȥonaga nâ nguade qhan nume	xada xicagā guê da mahti o nā mehgo qhan bâdiga	entailment
oto	xada xicagā guê, guenu... Guê nā mehgo da ȥonaga nâ nguade qhan nume	nu mehgo bi tzô̮hô̮ nā chⴘ nde	neutral
oto	qhaa ngu-nho guê bin ditaha imâ on qhana, guê handitho gama o ƌatzi qhana	¡dinega ñaqui-y gotitho xca guê dipaca on qhana!	contradiction
oto	qhaa ngu-nho guê bin ditaha imâ on qhana, guê handitho gama o ƌatzi qhana	hin da ñama on qhana, qhata qhaa thzu guê qhumi	entailment
oto	qhaa ngu-nho guê bin ditaha imâ on qhana, guê handitho gama o ƌatzi qhana	hin da ñama on nā hñaxpipho on nā ndô̮hnînî nguête-a qhaa thzu guê imâ	neutral
oto	qhana gom xca mithzⴘ gue-hma guê di nee hmâme guapⴘca, guadi guê hin mibiqha meô̮ho on yamba nai qhuô̮guentho hidrógena tzanu ynoi 30, nā C124	hin nudi bi tumpheni paîtzi hinyu	contradiction
oto	qhana gom xca mithzⴘ gue-hma guê di nee hmâme guapⴘca, guadi guê hin mibiqha meô̮ho on yamba nai qhuô̮guentho hidrógena tzanu ynoi 30, nā C124	nehmame guapⴘca nai eminda mithzⴘ guê nu onmithzu	entailment
oto	qhana gom xca mithzⴘ gue-hma guê di nee hmâme guapⴘca, guadi guê hin mibiqha meô̮ho on yamba nai qhuô̮guentho hidrógena tzanu ynoi 30, nā C124	nehmame guapⴘca nā qhuô̮guentho-H nguête-a gom tze anhêy on mpēphi	neutral
oto	toyatho hin diphoca tze handa nguêguê	Didi maqhuaba on nā gⴘ-ccⴘ nguê nā tagⴘ	contradiction
oto	toyatho hin diphoca tze handa nguêguê	hin di paca nguête-a nⴘa bi thopombi yâ yngûmphadi	neutral
oto	toyatho hin diphoca tze handa nguêguê	hin di paca nguête-a bi thogui guenu	entailment
oto	naqhagua go Fannie Flono. Bi ihte ane Ag-- Augusta, GA, xi da ñama on ynai yhñaxpipho on ini guame	Fannie Flono bi phodi guê yohpi xi hin babi ñaquime qhoontho hñaxpipho nuya	contradiction
oto	naqhagua go Fannie Flono. Bi ihte ane Ag-- Augusta, GA, xi da ñama on ynai yhñaxpipho on ini guame	Fannie Flono bi guequa xi nume da ñama on ynu yhñaxpipho on guame numⴘ bi ihte ane Augusta, GA	entailment
oto	naqhagua go Fannie Flono. Bi ihte ane Ag-- Augusta, GA, xi da ñama on ynai yhñaxpipho on ini guame	Fannie Flono bi nzagui ñamame nuya qhata on ini dⴘthonxû yohô̮mô̮	neutral
oto	xi maqha nⴘxîtzî o qⴘda ypēxtza on U2	xta bi ô̮dô̮nzu nen U2	entailment
oto	xi maqha nⴘxîtzî o qⴘda ypēxtza on U2	hin bi câqⴘ nen nu U2 ane thittô̮	contradiction
oto	xi maqha nⴘxîtzî o qⴘda ypēxtza on U2	xta pēca nen ya ypēxtza qhan nu U2 ygotitho ya ympa nguê yote yqhēya	neutral
oto	goguehqmâgā nu hô̮nze guê naigui bi ô̮te ya reguladores qhan na han- ûti ane yâ cámaras on altitud ane dô̮ngu	hin bidihogā Goguehcagā nu hô̮nze ane ô̮te ya reguladores qhan na yhan- ûti	neutral
oto	goguehqmâgā nu hô̮nze guê naigui bi ô̮te ya reguladores qhan na han- ûti ane yâ cámaras on altitud ane dô̮ngu	na yhan- ûti bi ô̮te ane yâ cámaras on altitud ane dô̮ngu	entailment
oto	goguehqmâgā nu hô̮nze guê naigui bi ô̮te ya reguladores qhan na han- ûti ane yâ cámaras on altitud ane dô̮ngu	biqha ynoi on nugame guê ûdime ya reguladores qhan na han- ûti	contradiction
oto	godi, nûnê, nu .dⴘxgû Hmû-o Xoûte, jubilado, tengu biênâ Rick	hatobî didi pēphitho qhan nune mpa	contradiction
oto	godi, nûnê, nu .dⴘxgû Hmû-o Xoûte, jubilado, tengu biênâ Rick	bi bogostame ane 2002	neutral
oto	godi, nûnê, nu .dⴘxgû Hmû-o Xoûte, jubilado, tengu biênâ Rick	Rick biênâ-y guê dimi retirado	entailment
oto	qhaa ynai ynphⴘtui an ô̮the on zâña xi, uh, eh, go qhan xima xi tagⴘ Cutty, nu thûhû an Gahmo	nu Gahmo bi mahti Cutty di tâhâ $10000 nû ȥana	neutral
oto	qhaa ynai ynphⴘtui an ô̮the on zâña xi, uh, eh, go qhan xima xi tagⴘ Cutty, nu thûhû an Gahmo	qhaa nā gahmo bi mahti Cutty	entailment
oto	qhaa ynai ynphⴘtui an ô̮the on zâña xi, uh, eh, go qhan xima xi tagⴘ Cutty, nu thûhû an Gahmo	hin diphome ygahmo bi mahti Cutty	contradiction
oto	na ttaxcanteni guê babiga phoxtzi bi ane na mana bunda on na ndô̮hnînî	na ttaxcanteni ona guê di manⴘa pegmihi di nъⴘy tze yanⴘ	entailment
oto	na ttaxcanteni guê babiga phoxtzi bi ane na mana bunda on na ndô̮hnînî	na ttaxcanteni guê babiga phoxtzi bi o 5 millas on nqhoxa	neutral
oto	na ttaxcanteni guê babiga phoxtzi bi ane na mana bunda on na ndô̮hnînî	xaqha qhoontho guê di nzagui phoxtziqui	contradiction
oto	guedi nuyu dimibⴘy yhieto on ytohgo goguémâyu yâ yē on hûâhi xi ytohgo goguémâyu ya mehtzi on na ngû, goguehnⴘmâhâ xoⴘ ngu-a tengu...	ygotitho dimibⴘy on tapimunate ane guê ygotitho da pēphi anu hûâhi	contradiction
